                  Delete,删除
Splitsko-dalmatinska zupanija,Splitsko-dalmatinska zupanija
Srednjebanatski okrug,Srednjebanatski okrug
Sremski okrug,Sremski okrug
Sri Lanka,Sri Lanka
Stage,阶段
Stann Creek,Stann Creek
Stara Zagora,Stara Zagora
Staro Nagoricane,Staro Nagoricane
Start date,开始日期
Start Date,开始日期
Starts with,开头是
State Date,开始日期
Status,状态
Status code,状态码
Status is required,请填写状态
Status page,状态页
Stefan Voda,Stefan Voda
Steiermark,Steiermark
Sterea Ellada,Sterea Ellada
"Stinga Nistrului, unitatea teritoriala din","Stinga Nistrului, unitatea teritoriala din"
Stip,Stip
Stock,库存
Stock Availability,库存状态
Stock quantity,库存数量
Stockholms lan,Stockholms lan
Stopinu novads,Stopinu novads
Store,Store
Store address,店铺地址
Store Address,店铺地址
Store Description,店铺描述
Store Email,店铺邮箱
Store Name,店铺名称
Store Phone Number,店铺电话
Store Setting,店铺设置
Store Settings,店铺设置
Store balance (for payment),商城余额（用于支付）
Store status,店铺状态
Straseni,Straseni
Straza,Straza
Stredocesky kraj,Stredocesky kraj
Strencu novads,Strencu novads
Stripe is not loaded. Please try again.,Stripe 未加载，请重试。
Stripe Payment,Stripe 支付
Struga,Struga
Strumica,Strumica
Studenicani,Studenicani
Stueng Traeng,Stueng Traeng
Sub total,小计
Subject,主题
Submit,提交
Subscribed,已订阅
Subscribers,订阅者
Subscription,订阅
Subscriptions,订阅
Subtotal,小计
Success,成功
Success URL,成功 URL
Successfully logged in,登录成功
Successfully logged out,已退出登录
Suceava,Suceava
Suchitepequez,Suchitepequez
Sucre,Sucre
Sucumbios,Sucumbios
Sud,Sud
Sud-Est,Sud-Est
Sud-Kivu,Sud-Kivu
Sud-Ouest,Sud-Ouest
Sud-Ubangi,Sud-Ubangi
Sudan,Sudan
Sudurland,Sudurland
Sudurnes,Sudurnes
Sughd,Sughd
Suhaj,Suhaj
Suhbaatar,Suhbaatar
Sukhothai,Sukhothai
Sulawesi Barat,Sulawesi Barat
Sulawesi Selatan,Sulawesi Selatan
Sulawesi Tengah,Sulawesi Tengah
Sulawesi Tenggara,Sulawesi Tenggara
Sulawesi Utara,Sulawesi Utara
Sultan Kudarat,Sultan Kudarat
Sulu,Sulu
Sumadijski okrug,Sumadijski okrug
Sumale,Sumale
Sumatera Barat,Sumatera Barat
Sumatera Selatan,Sumatera Selatan
Sumatera Utara,Sumatera Utara
Summary,摘要
Sumqayit,Sumqayit
Sumska oblast,Sumska oblast
Suphan Buri,Suphan Buri
Suppliers,供货商
Support,支持
Surat Thani,Surat Thani
Surigao del Norte,Surigao del Norte
Surigao del Sur,Surigao del Sur
Surin,Surin
Suriname,Suriname
Surt,Surt
Surveys,调查
Surxondaryo,Surxondaryo
Susa,Susa
Suspend,暂停
Svaay Rieng,Svaay Rieng
Svalbard and Jan Mayen,Svalbard and Jan Mayen
Sveti Nikole,Sveti Nikole
Swaziland,Swaziland
Sweden,Sweden
Swieqi,Swieqi
Swietokrzyskie,Swietokrzyskie
Switzerland,Switzerland
Syddanmark,Syddanmark
Sylhet,Sylhet
Sync,同步
Sync failed,同步失败
Synced,已同步
Syncing,同步中…
Syria,Syria
System log,系统日志
Szabolcs-Szatmar-Bereg,Szabolcs-Szatmar-Bereg
Taakaev,Taakaev
Tabasco,Tabasco
Tabora,Tabora
Tabuk,Tabuk
Tachira,Tachira
Tacna,Tacna
Tacuarembo,Tacuarembo
Tadjourah,Tadjourah
Tadla-Azilal,Tadla-Azilal
Tafea,Tafea
Tagant,Tagant
Tags,标签
Tags separated by comma,标签，逗号分隔
Tahoua,Tahoua
Taichung,Taichung
Tainan,Tainan
Taipei,Taipei
Taita/Taveta,Taita/Taveta
Taitung,Taitung
Taiwan,中国台湾
Tajikistan,Tajikistan
Tak,Tak
Take our survey,参与调研
Takhar,Takhar
Talas,Talas
Talsu novads,Talsu novads
Tamanrasset,Tamanrasset
Tamaulipas,Tamaulipas
Tambacounda,Tambacounda
Tamil Nadu,Tamil Nadu
Tana River,Tana River
Tandjile,Tandjile
Tanga,Tanga
Tanganyika,Tanganyika
Tanger-Tetouan,Tanger-Tetouan
Tanintharyi,Tanintharyi
Tanzania,Tanzania
Taoyuan,Taoyuan
Tapoa,Tapoa
Taraba,Taraba
Tarabulus,Tarabulus
Taraclia,Taraclia
Taranaki,Taranaki
Tarapaca,Tarapaca
Target,目标
Target Products,目标商品
Targovishte,Targovishte
Tarija,Tarija
Tarlac,Tarlac
Tarrafal,Tarrafal
Tarrafal de Sao Nicolau,Tarrafal de Sao Nicolau
Tartar,Tartar
Tartumaa,Tartumaa
Tartus,Tartus
Tarxien,Tarxien
Tasman,Tasman
Tasmania,Tasmania
Tataouine,Tataouine
"Tatarstan, Respublika","Tatarstan, Respublika"
Taurages apskritis,Taurages apskritis
Tavus,Tavus
Tawi-Tawi,Tawi-Tawi
Tax,税费
Tax calculation configuration,税费计算配置
Tax class,税类
Tax Class,税类
Tax class name,税类名称
Tax classes,税类
Tax excluded,不含税
Tax included,含税
Tax Rate,税率
Tax Setting,税费设置
Taxable,应税
Tay Ninh,Tay Ninh
Taza-Al Hoceima-Taounate,Taza-Al Hoceima-Taounate
Tbilisi,Tbilisi
Teams,团队
Tearce,Tearce
Tebessa,Tebessa
Tehran,Tehran
Tekirdag,Tekirdag
Tel Aviv,Tel Aviv
Telangana,Telangana
Telemark,Telemark
Telenesti,Telenesti
Teleorman,Teleorman
Telephone,电话
Telephone is required,请填写电话
Telimele,Telimele
Telsiu apskritis,Telsiu apskritis
Temburong,Temburong
Templates,模板
Tennessee,Tennessee
Terengganu,Terengganu
Terms of service,服务条款
Ternopilska oblast,Ternopilska oblast
Test connection,测试连接
Test mode,测试模式
Tete,Tete
Tetovo,Tetovo
Texas,Texas
Text,文本
Textarea,多行文本
Thaa,Thaa
Thaba-Tseka,Thaba-Tseka
Thai Binh,Thai Binh
Thai Nguyen,Thai Nguyen
Thailand,泰国
Thanh Hoa,Thanh Hoa
Thank you ${name}!,Thank you ${name}!
Tharaka-Nithi,Tharaka-Nithi
The conditions related to the customer for the coupon to be applied.,优惠券生效的客户相关条件。
The conditions related to the order for the coupon to be applied.,优惠券生效的订单相关条件。
The general information about the coupon.,优惠券的基本信息。
The minimum quantity of items required in the order to qualify for this coupon.,订单满足此优惠券所需的最低商品数量。
The minimum total amount required for the order to qualify for this coupon.,订单满足此优惠券所需的最低金额。
The page you requested does not exist.,The page you requested does not exist.
The type of discount applied by the coupon.,优惠券的折扣类型。
Theme,主题
Themes,主题
There is no ,There is no 
"There is no ""Select"" attribute available.",没有可用的「选择」类型属性。
There is no attribute to display,暂无属性
There is no category,暂无分类
There is no category to display,暂无分类
There is no coupon to display,暂无优惠券
There is no customer to display,暂无客户
There is no file to display.,没有可显示的文件。
There is no order to display,暂无订单
There is no sub folder.,没有子文件夹。
There was an error fetching attribute groups.,获取属性组时出错。
Thessalia,Thessalia
Thies,Thies
Thimphu,Thimphu
This action cannot be undone.,此操作无法撤销。
This field is required,此字段为必填
This is the address used to calculate tax rates.,用于计算税率的地址。
This is the tax class applied to shipping costs.,应用于运费的税类。
This month,本月
This week,本周
Throughput,吞吐量
Thua Thien-Hue,Thua Thien-Hue
Thumbnail,缩略图
Thurgau,Thurgau
Thuringen,Thuringen
Thyolo,Thyolo
Tianjin,天津市
Tiaret,Tiaret
Tibesti,Tibesti
Ticino,Ticino
Tien Giang,Tien Giang
Tierra del Fuego,Tierra del Fuego
Tiers,层级
Tigray,Tigray
Tillaberi,Tillaberi
Time format,时间格式
Time must be after ${min},时间必须晚于 ${min}
Time must be before ${max},时间必须早于 ${max}
Times used,已使用次数
Timezone,时区
Timis,Timis
Timor-Leste,Timor-Leste
Tindouf,Tindouf
Tipaza,Tipaza
Tipperary,Tipperary
Tirane,Tirane
Tiris Zemmour,Tiris Zemmour
Tirol,Tirol
Tissemsilt,Tissemsilt
Tivat,Tivat
Tizi Ouzou,Tizi Ouzou
Tlaxcala,Tlaxcala
Tlemcen,Tlemcen
To,至
Toamasina,Toamasina
Tobago,Tobago
Tocantins,Tocantins
Tochigi,Tochigi
Today,今天
Togdheer,Togdheer
Togo,Togo
Tokat,Tokat
Tokelau,Tokelau
Token,令牌
Tokushima,Tokushima
Tokyo,Tokyo
Toledo,Toledo
Toliara,Toliara
Tolima,Tolima
Tolmin,Tolmin
Tolna,Tolna
Tombali,Tombali
Tombouctou,Tombouctou
Tonga,Tonga
Tongatapu,Tongatapu
Too many items requested,请求数量过多
Too many requests,请求过多
Top up (on-chain deposit),充值（链上转入）
Toplicki okrug,Toplicki okrug
Torba,Torba
Tororo,Tororo
Toscana,Toscana
Toshkent,Toshkent
Total,合计
Total balance,总余额
Totonicapan,Totonicapan
Tottori,Tottori
Tougue,Tougue
Tov,Tov
Tovuz,Tovuz
Toyama,Toyama
Tozeur,Tozeur
Tra Vinh,Tra Vinh
Trabzon,Trabzon
Track inventory,跟踪库存
Tracking number,物流单号
Trang,Trang
Trans Nzoia,Trans Nzoia
Transactions,交易
Transfer,转账
Trarza,Trarza
Trashi Yangtse,Trashi Yangtse
Trat,Trat
Trbovlje,Trbovlje
Trebnje,Trebnje
Treinta y Tres,Treinta y Tres
Trelawny,Trelawny
Trenciansky kraj,Trenciansky kraj
Trentino-Alto Adige,Trentino-Alto Adige
Trial,试用
Triesen,Triesen
Triesenberg,Triesenberg
Trinidad and Tobago,Trinidad and Tobago
Tripura,Tripura
Tristan da Cunha,Tristan da Cunha
Trnavsky kraj,Trnavsky kraj
Troms,Troms
Trongsa,Trongsa
True,是
Trujillo,Trujillo
Try again,重试
Trzic,Trzic
Trzin,Trzin
Tshopo,Tshopo
Tshuapa,Tshuapa
Tuamasaga,Tuamasaga
Tubas,Tubas
Tucuman,Tucuman
Tukuma novads,Tukuma novads
Tulcea,Tulcea
Tulkarm,Tulkarm
Tumbes,Tumbes
Tunapuna-Piarco,Tunapuna-Piarco
Tunceli,Tunceli
Tungurahua,Tungurahua
Tunis,Tunis
Tunisia,Tunisia
Turkana,Turkana
Turkey,Turkey
Turkmenistan,Turkmenistan
Turks and Caicos Islands,Turks and Caicos Islands
Turnisce,Turnisce
Tutong,Tutong
Tuvalu,Tuvalu
Tuy,Tuy
Tuyen Quang,Tuyen Quang
Two-factor authentication,双因素认证
Type,类型
Type area and press enter...,输入后按回车…
Type is required,请选择类型
"Tyva, Respublika","Tyva, Respublika"
U.S. Minor Outlying Islands,U.S. Minor Outlying Islands
U.S. Virgin Islands,U.S. Virgin Islands
Uasin Gishu,Uasin Gishu
Ubon Ratchathani,Ubon Ratchathani
Ucar,Ucar
Ucayali,Ucayali
Udmurtskaya Respublika,Udmurtskaya Respublika
Udon Thani,Udon Thani
Uganda,Uganda
Uige,Uige
Ujae,Ujae
Ukraine,Ukraine
Ulaanbaatar,Ulaanbaatar
Ulcinj,Ulcinj
Ulsan-gwangyeoksi,Ulsan-gwangyeoksi
Umbria,Umbria
Umm al Qaywayn,Umm al Qaywayn
Umm Salal,Umm Salal
Unauthorized,未授权
Unban,解封
Unblock,取消屏蔽
Ungheni,Ungheni
Uninstall,卸载
United Arab Emirates,United Arab Emirates
United Kingdom,英国
United States,美国
Unity,Unity
Unknown,未知
Unlink,取消关联
Unpaid,未付款
Unprocessable entity,无法处理的实体
Unselected,未选
Unsubscribed,已退订
Unsuspend,恢复
Unverified,未验证
Unverify,取消验证
Up-sell products,向上销售商品
Update address API not available,更新地址接口不可用
UPDATE PASSWORD,更新密码
Updated,已更新
Upgrade,升级
Upgrade plan,升级方案
Upload,上传
Upload an image for the category.,上传分类图片。
Upper Demerara-Berbice,Upper Demerara-Berbice
Upper East,Upper East
Upper Nile,Upper Nile
Upper River,Upper River
Upper West,Upper West
Uppsala lan,Uppsala lan
Uptime,运行时间
Uri,Uri
URL key,URL 键
URL Key,URL 键
URL key is required,请填写 URL 键
URL key must be lowercase and can only contain alphanumeric characters and hyphens,URL 键须为小写，且只能包含字母、数字和连字符
Uruguay,Uruguay
Uruzgan,Uruzgan
Usage,使用次数
Usage limit,使用上限
Usak,Usak
Use a different billing address,使用其他账单地址
Used Times,使用次数
User,用户
Users,用户
Ustecky kraj,Ustecky kraj
Usulutan,Usulutan
Utah,Utah
Utenos apskritis,Utenos apskritis
Uthai Thani,Uthai Thani
Utrecht,Utrecht
Utrik,Utrik
Uttar Pradesh,Uttar Pradesh
Uttaradit,Uttaradit
Uttarakhand,Uttarakhand
Uusimaa,Uusimaa
Uva Province,Uva Province
Uvea,Uvea
Uvs,Uvs
Uzbekistan,Uzbekistan
Vaduz,Vaduz
Vainodes novads,Vainodes novads
Valais,Valais
Valandovo,Valandovo
Valcea,Valcea
"Valenciana, Comunidad","Valenciana, Comunidad"
Valgamaa,Valgamaa
Valid from,生效开始
Valid to,生效结束
Validation error,验证错误
Valkas novads,Valkas novads
Valle,Valle
Valle del Cauca,Valle del Cauca
Vallee du Bandama,Vallee du Bandama
Valletta,Valletta
Valmiera,Valmiera
Valparaiso,Valparaiso
Value,值
Value must be a whole number,必须是整数
Value must be at least ${min},值不能小于 ${min}
Value must be at most ${max},值不能大于 ${max}
Valverde,Valverde
Van,Van
Vanuatu,Vanuatu
Varazdinska zupanija,Varazdinska zupanija
Vargas,Vargas
Variables,变量
Variant Group,规格组
Variant name,规格名称
Variants,规格
Varkavas novads,Varkavas novads
Varmlands lan,Varmlands lan
Varna,Varna
Varsinais-Suomi,Varsinais-Suomi
Vas,Vas
Vasilevo,Vasilevo
Vaslui,Vaslui
Vasterbottens lan,Vasterbottens lan
Vasternorrlands lan,Vasternorrlands lan
Vastmanlands lan,Vastmanlands lan
Vastra Gotalands lan,Vastra Gotalands lan
Vatican City,Vatican City
Vaud,Vaud
Vaupes,Vaupes
Vayoc Jor,Vayoc Jor
Vecumnieku novads,Vecumnieku novads
Velenje,Velenje
Veles,Veles
Veliko Tarnovo,Veliko Tarnovo
Vendor,供应商
Vendors,供应商
Veneto,Veneto
Venezuela,Venezuela
Ventspils novads,Ventspils novads
Veracruz de Ignacio de la Llave,Veracruz de Ignacio de la Llave
Veraguas,Veraguas
Verified,已验证
Verify,验证
Vermont,Vermont
Version,版本
Version ${version},版本 ${version}
Vest-Agder,Vest-Agder
Vestfirdir,Vestfirdir
Vestfold,Vestfold
Vesturland,Vesturland
Veszprem,Veszprem
Vevcani,Vevcani
Viana do Castelo,Viana do Castelo
Viangchan,Viangchan
Vichada,Vichada
Victoria,Victoria
Vidin,Vidin
Vietnam,越南
Vieux Fort,Vieux Fort
View all customers,查看全部客户
View All Products,查看全部商品
View Cart (${totalQty}),查看购物车（${totalQty}）
Views,视图
Vihiga,Vihiga
Vila Real,Vila Real
Viljandimaa,Viljandimaa
Villa Clara,Villa Clara
Ville de Kigali,Ville de Kigali
Vilniaus apskritis,Vilniaus apskritis
Vinh Long,Vinh Long
Vinh Phuc,Vinh Phuc
Vinica,Vinica
Vinnytska oblast,Vinnytska oblast
Vipava,Vipava
Virginia,Virginia
Viroviticko-podravska zupanija,Viroviticko-podravska zupanija
Virtual product,虚拟商品
Viseu,Viseu
Visibility,可见性
Vlaams-Brabant,Vlaams-Brabant
Vlore,Vlore
Vodice,Vodice
Vojnik,Vojnik
Volta,Volta
Volynska oblast,Volynska oblast
Vorarlberg,Vorarlberg
Voreio Aigaio,Voreio Aigaio
Vorumaa,Vorumaa
Votes,票数
Vrancea,Vrancea
Vrapciste,Vrapciste
Vratsa,Vratsa
Vrhnika,Vrhnika
Vukovarsko-srijemska zupanija,Vukovarsko-srijemska zupanija
Vuzenica,Vuzenica
Wadi al Hayat,Wadi al Hayat
Wadi Fira,Wadi Fira
Waikato,Waikato
Wajir,Wajir
Wakayama,Wakayama
Wakiso,Wakiso
Wales,Wales
Wallet,钱包
Wallet login,钱包登录
Wallis and Futuna,Wallis and Futuna
Wanica,Wanica
Wardak,Wardak
Warminsko-mazurskie,Warminsko-mazurskie
Warning,警告
Warrap,Warrap
Washington,Washington
Wasit,Wasit
Waterford,Waterford
We are sorry. There was an error processing your payment. Your card was not charged. Please try again.,We are sorry. There was an error processing your payment. Your card was not charged. Please try again.
We have sent you an email with a link to reset your password. Please check your inbox.,我们已向您的邮箱发送重置密码链接，请查收。
We will create a store account linked to your wallet address on first sign-in.,首次登录将自动创建与钱包地址绑定的商城账户。
Webhook,Webhook
Webhook Secret Key,Webhook 密钥
Webhook URL,Webhook URL
Weekly,按周
Weight,重量
Weight unit,重量单位
Welcome Back!,欢迎回来！
Welcome to our store!,欢迎光临本店！
Wele-Nzas,Wele-Nzas
Wellington,Wellington
West Bengal,West Bengal
West Coast,West Coast
West Darfur,West Darfur
West New Britain,West New Britain
West Pokot,West Pokot
West Sepik,West Sepik
West Virginia,West Virginia
West-Vlaanderen,West-Vlaanderen
Western,Western
Western Area,Western Area
Western Australia,Western Australia
Western Bahr el Ghazal,Western Bahr el Ghazal
Western Cape,Western Cape
Western Equatoria,Western Equatoria
Western Highlands,Western Highlands
Western Province,Western Province
Western Sahara,Western Sahara
Westmeath,Westmeath
Westmoreland,Westmoreland
Wexford,Wexford
"Where you ship, shipping methods and delivery fee",配送区域、配送方式与运费
White,白色
White Nile,White Nile
Wholesalers,批发商
Wicklow,Wicklow
Widget,小部件
Widget Settings,小部件设置
Widgets,小部件
Wielkopolskie,Wielkopolskie
Wien,Wien
Wilayah Persekutuan Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur
Wilayah Persekutuan Labuan,Wilayah Persekutuan Labuan
Wilayah Persekutuan Putrajaya,Wilayah Persekutuan Putrajaya
Wisconsin,Wisconsin
Withdraw,提现
Woleu-Ntem,Woleu-Ntem
Woqooyi Galbeed,Woqooyi Galbeed
Workers,工作进程
Woroba,Woroba
Wotho,Wotho
Wotje,Wotje
Wyoming,Wyoming
Xacmaz,Xacmaz
Xaghra,Xaghra
Xaignabouli,Xaignabouli
Xankandi,Xankandi
Xekong,Xekong
Xewkija,Xewkija
Xiangkhouang,Xiangkhouang
Xinjiang,新疆维吾尔自治区
Xizang,西藏自治区
Xizi,Xizi
XML,XML
Xocali,Xocali
Xocavand,Xocavand
Xorazm,Xorazm
Yagha,Yagha
Yala,Yala
Yalova,Yalova
Yamagata,Yamagata
Yamaguchi,Yamaguchi
Yamalo-Nenetskiy avtonomnyy okrug,Yamalo-Nenetskiy avtonomnyy okrug
Yamanashi,Yamanashi
Yambol,Yambol
Yanggang-do,Yanggang-do
Yangon,Yangon
Yap,Yap
Yaracuy,Yaracuy
Yardimli,Yardimli
Yaren,Yaren
Yasothon,Yasothon
Yatenga,Yatenga
Yazd,Yazd
YeDebub Biheroch Bihereseboch na Hizboch,YeDebub Biheroch Bihereseboch na Hizboch
Yellow,黄色
Yemen,Yemen
Yen Bai,Yen Bai
Yerushalayim,Yerushalayim
Yes,是
Yesterday,昨天
Yevlax,Yevlax
Yilan,Yilan
Yobe,Yobe
Yogyakarta,Yogyakarta
Yomou,Yomou
Yoro,Yoro
You are already logged in,您已登录
You are already logged in.,您已登录。
You are here:,当前位置：
You have no addresses saved,您尚未保存地址
You have no attribute groups to display,暂无属性组
You have no categories to display,暂无分类
You have no collections to display,暂无商品集
You have no products to display,暂无商品
You have not placed any orders yet,您还没有下过订单
You will be redirected to PayPal for payment processing.,您将跳转到 PayPal 完成支付。
Your Cart,您的购物车
Your cart is empty,购物车是空的
Your cart is empty!,购物车是空的！
Your order has been confirmed!,您的订单已确认！
Your password has been updated successfully.,密码已更新成功。
Your webhook url should be: https://yourdomain.com/api/stripe/webhook,Webhook 地址应为：https://yourdomain.com/api/stripe/webhook
Yozgat,Yozgat
Ysyk-Kol,Ysyk-Kol
Yucatan,Yucatan
Yukon,Yukon
Yumbe,Yumbe
Yunlin,Yunlin
Yunnan,云南省
Zabljak,Zabljak
Zabul,Zabul
Zacapa,Zacapa
Zacatecas,Zacatecas
Zachodniopomorskie,Zachodniopomorskie
Zadarska zupanija,Zadarska zupanija
Zaghouan,Zaghouan
Zagorje ob Savi,Zagorje ob Savi
Zagrebacka zupanija,Zagrebacka zupanija
Zaire,Zaire
Zajecarski okrug,Zajecarski okrug
Zakarpatska oblast,Zakarpatska oblast
Zala,Zala
Zalec,Zalec
Zambales,Zambales
Zambezi,Zambezi
Zambezia,Zambezia
Zambia,Zambia
Zamboanga del Norte,Zamboanga del Norte
Zamboanga del Sur,Zamboanga del Sur
Zamfara,Zamfara
Zamora-Chinchipe,Zamora-Chinchipe
Zangilan,Zangilan
Zanjan,Zanjan
Zanzan,Zanzan
Zapadnobacki okrug,Zapadnobacki okrug
Zaporizka oblast,Zaporizka oblast
Zaqatala,Zaqatala
Zardab,Zardab
Zebbug Gozo,Zebbug Gozo
Zeeland,Zeeland
Zejtun,Zejtun
Zelenikovo,Zelenikovo
Zelezniki,Zelezniki
Zelino,Zelino
Zhambyl oblysy,Zhambyl oblysy
Zhejiang,浙江省
Zhemgang,Zhemgang
Zhytomyrska oblast,Zhytomyrska oblast
Ziguinchor,Ziguinchor
Zilinsky kraj,Zilinsky kraj
Zimbabwe,Zimbabwe
Zinder,Zinder
Ziri,Ziri
Ziro,Ziro
Zlatiborski okrug,Zlatiborski okrug
Zlinsky kraj,Zlinsky kraj
Zomba,Zomba
Zombo,Zombo
Zondoma,Zondoma
Zone,区域
Zone Name,区域名称
Zonguldak,Zonguldak
Zou,Zou
Zoundweogo,Zoundweogo
Zrece,Zrece
Zrnovci,Zrnovci
Zufar,Zufar
Zug,Zug
Zuid-Holland,Zuid-Holland
Zulia,Zulia
Zurich,Zurich
Zurrieq,Zurrieq
Zuzemberk,Zuzemberk
标准快递,标准快递
标准快递（澳门）,标准快递（澳门）
标准快递（香港）,标准快递（香港）
Unassign,取消关联
There was an error fetching categories.,加载分类时发生错误。
Weight must be a positive number,重量必须为正数
Disabled products will not be visible in the store and cannot be purchased.,禁用商品将不会在商城中展示且无法购买。
Not visible individually,不单独展示
Catalog Search,目录与搜索
Visibility determines where the product appears in the store. It does not affect whether the product can be purchased.,可见性决定商品在商城中的展示位置，不影响商品是否可购买。
URL Key is required,URL Key 为必填项
URL Key can only contain lowercase letters numbers and hyphens,URL Key 只能包含小写字母数字和连字符
Meta Title is required,Meta 标题为必填项
Cannot change the attribute group of a product that is already in a variant group.,已加入变体组的商品不能修改属性组。
Product created successfully,商品创建成功
No categories found for query "${query}",未找到与“${query}”匹配的分类
Select this option if the product is a digital product or service that does not require shipping.,若商品为数字产品或服务且无需配送，请勾选此项。
Nothing found,未找到内容
Heading,标题
List,列表
Raw HTML,原始 HTML
Quote,引用
Type / to see the available blocks,输入 / 查看可用模块
Enter HTML code,输入 HTML 代码
To pick up a draggable item press the space bar. While dragging use the arrow keys to move the item. Press space again to drop the item in its new position or press escape to cancel.,按空格键选中可拖拽项；拖动时使用方向键移动；再次按空格放下，或按 Escape 取消。
Choose,选择
Collection products,分类商品
A list of products from a collection,显示某个商品合集中的商品列表
Text block,文本区块
Add rich text content,添加富文本内容
Navigation links,导航链接
Image with call-to-action,带行动按钮的图片横幅
Simple Slideshow,简易轮播图
Rotating image carousel,自动轮播图片
Configure the settings for the ${widgetName} widget.,配置 ${widgetName} 小部件的设置。
Banner Image,横幅图片
Select Image,选择图片
Alignment,对齐方式
Image dimensions: ${width} × ${height} pixels,图片尺寸：${width} × ${height} 像素
Alt Text,替代文本
e.g., https://example.com,例如：https://example.com
Banner Link,横幅链接
Select...,请选择...
The order in which this widget will be displayed. Lower numbers appear first.,该小部件的显示顺序，数字越小越靠前。
e.g., "Promotional Banner",例如：“促销横幅”
Slideshow Settings,轮播设置
Show Navigation Arrows,显示导航箭头
Enable Autoplay,启用自动播放
Autoplay Speed (ms),自动播放速度（毫秒）
e.g., 3000 for 3 seconds,例如：3000（3 秒）
Minimum speed is 1000ms,最小速度为 1000 毫秒
Slides,轮播项
Add New Slide,新增轮播项
Slide ${index},轮播项 ${index}
No Image,无图片
No slides have been added yet.,尚未添加任何轮播项。
Add Your First Slide,添加第一个轮播项
Edit Slide ${index},编辑轮播项 ${index}
Change Image,更换图片
Detecting image dimensions...,正在识别图片尺寸...
Headline,主标题
e.g., New Collection Available,例如：新品系列已上线
Sub Text,副文本
e.g., Check out our latest products with special discounts,例如：查看最新商品并享受专属优惠
Button Text,按钮文字
e.g., Shop Now,例如：立即选购
Button Link,按钮链接
e.g., /category/new-arrivals,例如：/category/new-arrivals
Button Color,按钮颜色
There was an error fetching collections.,加载商品集时发生错误。
No collections found for query "${query}",未找到与“${query}”匹配的商品集
Please select a collection,请选择一个商品集
Total products,商品总数
Count is required,数量为必填项
Number of products,商品数量
Products per row,每行商品数
Count per row is required,每行数量为必填项
Number of products per row,每行商品数量
Custom CSS classes,自定义 CSS 类
Custom CSS classes for the text block,文本区块的自定义 CSS 类
Add child,添加子项
Edit Menu Item: ${name},编辑菜单项：${name}
CMS Pages,CMS 页面
Menu name,菜单名称
Please select a menu item,请选择一个菜单项
Please enter a name,请输入名称
Add Menu Item,添加菜单项
Is Main Menu?,是否主菜单？
Custom CSS classes for the menu,菜单的自定义 CSS 类
Deposit,充值
Withdraw,提现
Deposit and Withdraw,充值与提现
Select coin,选择币种
Wallet balance,钱包余额
Game balance,商城余额
Store balance,商城余额
Transferable balance,可转账余额
Withdrawable balance,可提现余额
Deposit amount,存款金额
Withdraw amount,提现金额
Highest,最高
Add funds,添加资金
Deposit address copied,充值地址已复制
Failed to copy deposit address,复制充值地址失败
Failed to load deposit data,加载充值数据失败
On-chain deposit is currently disabled,链上充值当前未开启
Loading deposit data,正在加载充值数据
Deposit address,充值地址
Treasury,资金池
Copy,复制
Refresh,刷新
Latest deposit,最近一笔充值
Status,状态
View on explorer,在区块浏览器查看
On-chain deposit is not configured yet. Please contact support.,链上充值暂未完成配置，请联系客服
Wallet account is not ready. Please try reconnecting your wallet.,钱包账户尚未就绪，请重新连接钱包后重试
Failed to get deposit address,获取充值地址失败
Deposit amount must be greater than 0,充值金额必须大于 0
Invalid deposit amount,充值金额格式不正确
Deposit transaction submitted: ${txHash},充值交易已提交：${txHash}
Transaction was rejected by wallet,钱包已拒绝该交易
Failed to submit deposit transaction,提交充值交易失败
Processing...,处理中...
Requesting wallet confirmation...,正在请求钱包确认...
Wallet did not respond. Please check wallet popup or extension site access.,钱包未响应，请检查钱包弹窗或扩展站点权限
Wallet network switch timed out. Please switch network in wallet manually.,钱包切换网络超时，请在钱包中手动切换网络
Wallet transaction request timed out. Please check wallet popup.,钱包交易请求超时，请检查钱包弹窗
Debug logs,调试日志
Please connect wallet and sign in first.,请先连接钱包并登录
Wallet sign-in request timed out. Please try again.,钱包登录请求超时，请重试
Wallet signature timed out. Please check wallet popup.,钱包签名超时，请检查钱包弹窗
Wallet sign-in verify timed out. Please try again.,钱包登录校验超时，请重试
Use MetaMask to login,使用 MetaMask 登录
Use OKX Wallet to login,使用 OKX Wallet 登录
${walletName} is not installed or unavailable.,${walletName} 未安装或不可用。
MetaMask is not installed or unavailable.,MetaMask 未安装或不可用。
OKX Wallet is not installed or unavailable.,OKX Wallet 未安装或不可用。
No wallet account returned,未获取到钱包账户
Wallet login failed,钱包登录失败
Withdraw amount must be greater than 0,提现金额必须大于 0
Withdrawal amount must be at least 1 NBC,提现金额至少为 1 NBC
Withdrawal amount exceeds available balance,提现金额超过可提现余额
Withdrawal request submitted,提现申请已提交
Failed to request withdrawal,提交提现申请失败
Daily withdrawal limit exceeded,已超过当日提现限额
Withdraw NBC,提现 NBC
Submit a withdrawal request to transfer NBC back to your connected wallet address.,提交提现申请后，NBC 将转回你已连接的钱包地址。
Funds will be frozen until the withdrawal is processed.,资金将在提现处理完成前冻结。
Request withdrawal,申请提现
Recent withdrawals,最近提现
No withdrawals yet,暂无提现记录
Requested,已申请
